id,question,answer,answerable,category,relevant_ids,source,single_agent,feedback1,two_agents,three_agents
196,Baker made 173 cakes. He bought 103 new cakes and sold 86 cakes..How many cakes does baker still have?,[190.0],True,,,SVAMP,,,,
197,There are some bananas in Philip's banana collection. If the bananas are organized into 140 groups of size 187.How many bananas does he have in his collection?,[26180.0],True,,,SVAMP,,,,
198,Mary is baking a cake. The recipe calls for 11 cups of sugar and 9 cups of flour. She already put in 12 cups of flour and 10 cups of sugar..How many more cups of sugar does she need to add?,[1.0],True,,,SVAMP,,,,
199,Kelly gives away 91 casual games..How many did she have initially if she still has 92 games left?,[183.0],True,,,SVAMP,,,,
200,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 19 inches. The frog jumped 10 inches farther than the grasshopper and the mouse jumped 20 inches farther than the frog..How much farther did the mouse jump than the grasshopper?",[30.0],True,,,SVAMP,,,,
201,The school is planning a field trip. The school has 67 classrooms. There are 66 students in each classroom in the school. If there are 6 seats on each school bus.How many buses are needed to take the trip?,[737.0],True,,,SVAMP,,,,
202,Julia played tag with 13 kids on monday and 10 kids on tuesday. She played cards with 15 kids on wednesday..How many kids did she play with altogether?,[38.0],True,,,SVAMP,,,,
203,Jerry had 5 action figures and 9 books on a shelf in his room. Later he added 7 more action figures to the shelf..How many more action figures than books were on his shelf?,[3.0],True,,,SVAMP,,,,
204,After resting they decided to go for a swim. The depth of the water is 15 times Dean's height. Dean is 4 feet taller than Ron. If Ron stands at 13 feet.How deep was the water?,[255.0],True,,,SVAMP,,,,
205,Each basket of peaches has 19 red peaches and 4 green peaches. If there are 15 such baskets.How many peaches are in the baskets altogether?,[345.0],True,,,SVAMP,,,,
206,You have read 8 books from the ' crazy silly school ' series. If there are a total of 14 different books in the ' crazy silly school ' series.How many more do you still have to read?,[6.0],True,,,SVAMP,,,,
207,Tom had 9 sweet cookies and 6 salty cookies. He ate 36 sweet cookies and 3 salty cookies..How many salty cookies did Tom have left?,[3.0],True,,,SVAMP,,,,
208,He then went to see the oranges being harvested. He found out that they harvest 66 sacks per day..How many oranges do they harvest per day if each sack contains 28 oranges?,[1848.0],True,,,SVAMP,,,,
209,Edward spent $ 16 to buy books and $ 8 to buy pens. Now he has $ 19..How much more did Edward spend on books than pens?,[8.0],True,,,SVAMP,,,,
210,If you had 33 cookies and each bag has 11 cookies.How many bags of cookies do you have?,[3.0],True,,,SVAMP,,,,
211,Faye was placing her pencils and crayons into 30 rows with 71 crayons and 24 pencils in each row..How many pencils does she have?,[720.0],True,,,SVAMP,,,,
212,Baker made 134 pastries and 11 cakes. If he sold 140 cakes and 92 pastries.How many more pastries than cakes did baker make?,[123.0],True,,,SVAMP,,,,
213,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 512 visitors came to the Buckingham palace that day. If there were 471 visitors the previous day and 808 visitors the day before that.How many visited the Buckingham palace within the past 89 days?",[1791.0],True,,,SVAMP,,,,
214,"Being his favorite, he saved checking on the grapevines for his last stop. He was told by 266 of the pickers that they fill 90 drums of grapes in 5 days..How many drums of grapes would be filled in each day?",[18.0],True,,,SVAMP,,,,
215,Zachary did 15 push-ups in gym class today. David did 39 more push-ups than Zachary. John did 9 push-ups less than David..How many more push-ups did Zachary do than John?,[30.0],True,,,SVAMP,,,,
216,Mary is baking a cake. The recipe calls for 9 cups of flour and 11 cups of sugar. She already put in 4 cups of flour..How many more cups of sugar than cups of flour does she need to add now?,[6.0],True,,,SVAMP,,,,
217,A book has 3 chapters. The first chapter is 53 pages long the second chapter is 75 pages long and the third chapter is 21 pages long..How many more pages does the first chapter have than the third chapter?,[32.0],True,,,SVAMP,,,,
218,The Razorback shop makes $ 76 dollars off each jersey and $ 204 off each shirt. During the Arkansas and Texas tech game they sold 158 shirts and 2 jerseys..How much money did they make from selling the jerseys?,[152.0],True,,,SVAMP,,,,
219,White shirts can be purchased in packages of 53. If mom buys 57 packages of white shirts and 34 trousers.How many white shirts will she have?,[3021.0],True,,,SVAMP,,,,
220,Jerry had 7 action figures and 2 books on a shelf in his room. Later he added 4 more books to the shelf..How many more action figures than books were on his shelf?,[1.0],True,,,SVAMP,,,,
221,Danny has 21 bottle caps in his collection. He found some more bottle caps at the park. If he has 53 bottle caps now.How many bottle caps did he find at the park?,[32.0],True,,,SVAMP,,,,
222,"Every day Ryan spends 7 hours on learning english, 2 hours on learning Chinese and 4 hours on learning Spanish..How many more hours does he spend on learning english than he does on learning Spanish?",[3.0],True,,,SVAMP,,,,
223,Paul got a box of 253 crayons for his birthday. By the end of the school year he had either lost or given away 70 of them..How many crayons did he have left by the end of the school year?,[183.0],True,,,SVAMP,,,,
224,Winter is almost here and most animals are migrating to warmer countries. There are 41 bird families living near the mountain. If 35 bird families flew away to asia and 62 bird families flew away to africa.How many more bird families flew away to africa than those that flew away to asia?,[27.0],True,,,SVAMP,,,,
225,For the walls of the house he would use 12 large planks of wood and 17 small planks. If each large plank of wood needs 14 pieces of nails to be secured and each small plank needs 25 nails..How many planks does John need for the house wall?,[29.0],True,,,SVAMP,,,,
226,The Razorback shirt shop makes $ 23 dollars off each shirt sold. During the Arkansas and Texas tech game they made $ 230 by selling shirts..How many shirts did they sell?,[10.0],True,,,SVAMP,,,,
227,36 children were riding on the bus. At the bus stop 68 children got off the bus while some more got on the bus. Then there were 12 children altogether on the bus..How many more children got off the bus than those that got on?,[24.0],True,,,SVAMP,,,,
228,Randy uses 36 blocks to build a tower. If he had 59 blocks.How many blocks are left?,[23.0],True,,,SVAMP,,,,
229,Paul got a box of 110 crayons for his birthday. During the school year he gave 90 crayons to his friends while he lost 412 crayons..How many more crayons did he lose than those he gave to his friends?,[322.0],True,,,SVAMP,,,,
230,"A grocery store had 79 bottles of regular soda, 53 bottles of diet soda and 42 apples..How many more bottles of regular soda than diet soda did they have?",[26.0],True,,,SVAMP,,,,
231,The Razorback shirt shop makes $ 78 dollars off each shirt sold. During the Arkansas game and the Texas tech game they sold a total of 186 shirts. If they sold 172 shirts during the Arkansas game.How much money did they make from selling the shirts during the Texas tech game?,[1092.0],True,,,SVAMP,,,,
232,Robin cut off 13 inches of his hair. If his hair was 14 inches long initially.How long is his hair now?,[1.0],True,,,SVAMP,,,,
233,Marco and his dad went strawberry picking. His strawberries weighed 8 pounds while his dad's strawberries weighed 32 pounds..Together how much did their strawberries weigh?,[40.0],True,,,SVAMP,,,,
234,If you have 14 cookies in total and 7 bags having equal number of cookies.How many cookies does each bag have?,[2.0],True,,,SVAMP,,,,
235,Robin has 28 packages of gum and 13 packages of candy. There are 4 pieces in each package..How many pieces of gum does Robin have?,[112.0],True,,,SVAMP,,,,
236,There were 6 roses and 20 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 21 orchids and 22 roses in the vase..How many more roses than orchids are there in the vase now?,[1.0],True,,,SVAMP,,,,
237,Baker made 62 cakes. Then he made 149 more cakes. He sold 144 of them..How many cakes would baker still have?,[67.0],True,,,SVAMP,,,,
238,A mailman has to give 9 pieces of junk mail to each house in each block. If there are 20 houses on a block.How many pieces of junk mail should he give in each block?,[180.0],True,,,SVAMP,,,,
239,Baker made 121 cakes. He sold 105 of them and bought 170 new cakes..How many cakes does baker still have?,[186.0],True,,,SVAMP,,,,
240,He had a total of 40 saltwater animals in different aquariums. Each aquarium has 2 animals in it..How many aquariums did he have?,[20.0],True,,,SVAMP,,,,
241,Baker made 14 cakes and 153 pastries. If he sold 8 pastries and 97 cakes.How many more cakes than pastries did baker sell?,[89.0],True,,,SVAMP,,,,
242,There are 2 baskets of peaches. Each basket has 4 red peaches and some more green peaches. If there are a total of 12 peaches in all baskets.How many green peaches are in each basket?,[2.0],True,,,SVAMP,,,,
243,In a school there are 308 girls and 318 boys. There are also 36 teachers.How many pupils are there in that school?,[626.0],True,,,SVAMP,,,,
244,The ring toss game at the carnival made the same amount of money each day. In total in 5 days they earned 165 dollars..How much did they make per day?,[33.0],True,,,SVAMP,,,,
